entry_time_app,entry_time_tpl,exit_time_app,exit_time_tpl,entry_name,direction,entry_price,exit_price,quantity,pnl_currency
2020-03-12 13:06:00,2020-03-12 11:06:00,2020-03-12 13:16:00,2020-03-12 11:16:00,NYO_S_TP1,SHORT,10169.25,10178.00,1,-19.40
2020-03-12 13:06:00,2020-03-12 11:06:00,2020-03-12 13:16:00,2020-03-12 11:16:00,NYO_S_TP2,SHORT,10169.25,10178.00,1,-19.40
2020-03-13 12:26:00,2020-03-13 10:26:00,2020-03-13 12:56:00,2020-03-13 10:56:00,NYO_S_TP1,SHORT,10248.75,10181.00,1,133.60
2020-03-13 12:26:00,2020-03-13 10:26:00,2020-03-13 12:56:00,2020-03-13 10:56:00,NYO_S_TP2,SHORT,10248.75,10181.00,1,133.60
2020-03-17 11:16:00,2020-03-17 09:16:00,2020-03-17 11:29:00,2020-03-17 09:29:00,NYO_S_TP1,SHORT,9866.25,9945.25,1,-159.90
2020-03-17 11:16:00,2020-03-17 09:16:00,2020-03-17 11:29:00,2020-03-17 09:29:00,NYO_S_TP2,SHORT,9866.25,9945.25,1,-159.90
2020-03-18 11:01:00,2020-03-18 09:01:00,2020-03-18 11:53:00,2020-03-18 09:53:00,NYO_L_TP1,LONG,10029.75,9994.00,1,-73.40
2020-03-18 11:01:00,2020-03-18 09:01:00,2020-03-18 11:53:00,2020-03-18 09:53:00,NYO_L_TP2,LONG,10029.75,9994.00,1,-73.40
2020-03-19 11:16:00,2020-03-19 09:16:00,2020-03-19 11:23:00,2020-03-19 09:23:00,NYO_L_TP1,LONG,10175.50,10096.75,1,-159.40
2020-03-19 11:16:00,2020-03-19 09:16:00,2020-03-19 11:23:00,2020-03-19 09:23:00,NYO_L_TP2,LONG,10175.50,10096.75,1,-159.40
2020-03-20 10:51:00,2020-03-20 08:51:00,2020-03-20 11:24:00,2020-03-20 09:24:00,NYO_S_TP1,SHORT,10127.75,10233.00,1,-212.40
2020-03-20 10:51:00,2020-03-20 08:51:00,2020-03-20 11:24:00,2020-03-20 09:24:00,NYO_S_TP2,SHORT,10127.75,10233.00,1,-212.40
2020-03-23 12:51:00,2020-03-23 10:51:00,2020-03-23 13:01:00,2020-03-23 11:01:00,NYO_S_TP1,SHORT,9599.50,9673.50,1,-149.90
2020-03-23 12:51:00,2020-03-23 10:51:00,2020-03-23 13:01:00,2020-03-23 11:01:00,NYO_S_TP2,SHORT,9599.50,9673.50,1,-149.90
2020-03-25 11:11:00,2020-03-25 09:11:00,2020-03-25 11:38:00,2020-03-25 09:38:00,NYO_S_TP1,SHORT,10249.50,10290.75,1,-84.40
2020-03-25 11:11:00,2020-03-25 09:11:00,2020-03-25 11:38:00,2020-03-25 09:38:00,NYO_S_TP2,SHORT,10249.50,10290.75,1,-84.40
2020-03-26 11:16:00,2020-03-26 09:16:00,2020-03-26 11:41:00,2020-03-26 09:41:00,NYO_L_TP1,LONG,10445.50,10458.00,1,23.10
2020-03-26 11:16:00,2020-03-26 09:16:00,2020-03-26 11:41:00,2020-03-26 09:41:00,NYO_L_TP2,LONG,10445.50,10458.00,1,23.10
2020-03-30 11:11:00,2020-03-30 09:11:00,2020-03-30 15:13:00,2020-03-30 13:13:00,NYO_L_TP1,LONG,10540.75,10596.25,1,109.10
2020-03-30 11:11:00,2020-03-30 09:11:00,2020-03-30 15:13:00,2020-03-30 13:13:00,NYO_L_TP2,LONG,10540.75,10596.25,1,109.10
